East,North,Elevation,Var_1,Var_2,Var_3
   182.140,   578.188,   -77.454,     0.523,     0.235,     0.232
   183.910,   577.673,   -79.299,     0.522,     0.225,     0.233
   185.681,   577.158,   -81.143,     0.519,     0.233,     0.242
   187.452,   576.643,   -82.987,     0.517,     0.235,     0.238
   189.223,   576.128,   -84.831,     0.524,     0.217,     0.238
   190.994,   575.613,   -86.675,     0.531,     0.245,     0.249
   192.764,   575.098,   -88.519,     0.517,     0.242,     0.233
   194.535,   574.583,   -90.363,     0.487,     0.256,     0.246
   196.306,   574.068,   -92.208,     0.507,     0.260,     0.252
   169.185,   557.239,    -0.000,     0.403,     0.230,     0.236
   171.055,   557.584,    -1.901,     0.387,     0.238,     0.239
   172.924,   557.928,    -3.802,     0.392,     0.252,     0.226
   174.794,   558.272,    -5.703,     0.433,     0.237,     0.223
   176.664,   558.616,    -7.604,     0.432,     0.248,     0.247
   178.533,   558.960,    -9.506,     0.402,     0.223,     0.233
   180.403,   559.305,   -11.407,     0.413,     0.208,     0.238
   182.273,   559.649,   -13.308,     0.457,     0.217,     0.250
   184.142,   559.993,   -15.209,     0.449,     0.217,     0.258
   186.012,   560.337,   -17.110,     0.443,     0.219,     0.246
   187.882,   560.681,   -19.011,     0.445,     0.218,     0.229
   189.751,   561.026,   -20.912,     0.495,     0.210,     0.208
   191.621,   561.370,   -22.813,     0.475,     0.215,     0.223
   193.491,   561.714,   -24.714,     0.476,     0.203,     0.240
   195.361,   562.058,   -26.616,     0.486,     0.204,     0.228
   197.230,   562.402,   -28.517,     0.454,     0.204,     0.226
   199.100,   562.747,   -30.418,     0.507,     0.207,     0.230
   200.970,   563.091,   -32.319,     0.480,     0.203,     0.245
   202.839,   563.435,   -34.220,     0.479,     0.233,     0.241
   204.709,   563.779,   -36.121,     0.466,     0.218,     0.243
   206.579,   564.123,   -38.022,     0.428,     0.235,     0.230
   208.448,   564.468,   -39.923,     0.468,     0.246,     0.222
   210.318,   564.812,   -41.824,     0.479,     0.242,     0.229
   212.188,   565.156,   -43.726,     0.480,     0.246,     0.245
   214.057,   565.500,   -45.627,     0.475,     0.249,     0.287
   215.927,   565.844,   -47.528,     0.517,     0.245,     0.287
   217.797,   566.189,   -49.429,     0.497,     0.251,     0.287
   219.667,   566.533,   -51.330,     0.529,     0.278,     0.324
   221.536,   566.877,   -53.231,     0.545,     0.250,     0.277
   223.406,   567.221,   -55.132,     0.493,     0.250,     0.289
   225.276,   567.565,   -57.033,     0.502,     0.244,     0.277
   227.145,   567.910,   -58.934,     0.500,     0.275,     0.264
   229.015,   568.254,   -60.835,     0.516,     0.262,     0.268
   230.885,   568.598,   -62.737,     0.547,     0.273,     0.268
   232.754,   568.942,   -64.638,     0.567,     0.274,     0.259
   234.624,   569.286,   -66.539,     0.566,     0.274,     0.262
   236.494,   569.631,   -68.440,     0.512,     0.267,     0.256
   238.363,   569.975,   -70.341,     0.492,     0.278,     0.275
   240.233,   570.319,   -72.242,     0.521,     0.310,     0.278
   242.103,   570.663,   -74.143,     0.554,     0.323,     0.279
   243.973,   571.007,   -76.044,     0.575,     0.309,     0.291
   245.842,   571.352,   -77.945,     0.564,     0.331,     0.302
   247.712,   571.696,   -79.847,     0.602,     0.298,     0.301
   249.582,   572.040,   -81.748,     0.618,     0.290,     0.323
   251.451,   572.384,   -83.649,     0.579,     0.288,     0.311
   253.321,   572.728,   -85.550,     0.589,     0.288,     0.308
   255.191,   573.072,   -87.451,     0.586,     0.287,     0.268
   257.060,   573.417,   -89.352,     0.564,     0.293,     0.301
   258.930,   573.761,   -91.253,     0.595,     0.287,     0.288
   260.800,   574.105,   -93.154,     0.594,     0.295,     0.293
   262.669,   574.449,   -95.055,     0.623,     0.303,     0.314
   186.425,   672.343,    -0.000,     0.386,     0.203,     0.293
   188.104,   673.351,    -1.958,     0.355,     0.206,     0.303
   189.783,   674.359,    -3.917,     0.378,     0.211,     0.290
   191.462,   675.368,    -5.875,     0.367,     0.220,     0.289
   193.141,   676.376,    -7.834,     0.369,     0.217,     0.279
   194.820,   677.385,    -9.792,     0.369,     0.237,     0.274
   196.499,   678.393,   -11.751,     0.369,     0.245,     0.263
   198.177,   679.402,   -13.709,     0.378,     0.256,     0.250
   199.856,   680.410,   -15.668,     0.388,     0.241,     0.262
   201.535,   681.419,   -17.626,     0.433,     0.254,     0.255
   203.214,   682.427,   -19.585,     0.482,     0.264,     0.257
   204.893,   683.436,   -21.543,     0.518,     0.261,     0.250
   206.572,   684.444,   -23.502,     0.560,     0.257,     0.270
   208.251,   685.452,   -25.460,     0.538,     0.269,     0.257
   209.930,   686.461,   -27.419,     0.547,     0.280,     0.263
   211.609,   687.469,   -29.377,     0.563,     0.308,     0.260
   213.288,   688.478,   -31.336,     0.593,     0.300,     0.278
   214.966,   689.486,   -33.294,     0.533,     0.282,     0.262
   216.645,   690.495,   -35.253,     0.558,     0.296,     0.270
   218.324,   691.503,   -37.211,     0.516,     0.272,     0.278
   220.003,   692.512,   -39.170,     0.545,     0.270,     0.263
   221.682,   693.520,   -41.128,     0.570,     0.295,     0.240
   223.361,   694.529,   -43.087,     0.588,     0.308,     0.270
   225.040,   695.537,   -45.045,     0.575,     0.285,     0.283
   226.719,   696.545,   -47.004,     0.556,     0.268,     0.251
   228.398,   697.554,   -48.962,     0.585,     0.271,     0.258
   230.077,   698.562,   -50.921,     0.559,     0.267,     0.248
   231.755,   699.571,   -52.879,     0.541,     0.258,     0.245
   233.434,   700.579,   -54.838,     0.559,     0.258,     0.253
   235.113,   701.588,   -56.796,     0.603,     0.253,     0.250
   236.792,   702.596,   -58.755,     0.606,     0.230,     0.264
   238.471,   703.605,   -60.713,     0.647,     0.234,     0.274
   240.150,   704.613,   -62.672,     0.699,     0.261,     0.289
   241.829,   705.621,   -64.630,     0.623,     0.260,     0.283
   243.508,   706.630,   -66.589,     0.632,     0.259,     0.267
   245.187,   707.638,   -68.547,     0.623,     0.284,     0.301
   246.866,   708.647,   -70.506,     0.645,     0.255,     0.312
   248.544,   709.655,   -72.464,     0.658,     0.251,     0.316
   250.223,   710.664,   -74.423,     0.647,     0.260,     0.308
   251.902,   711.672,   -76.381,     0.652,     0.293,     0.349
   253.581,   712.681,   -78.340,     0.671,     0.303,     0.358
   255.260,   713.689,   -80.298,     0.613,     0.274,     0.345
   256.939,   714.698,   -82.257,     0.615,     0.282,     0.336
   258.618,   715.706,   -84.215,     0.625,     0.268,     0.309
   260.297,   716.714,   -86.174,     0.602,     0.274,     0.282
   261.976,   717.723,   -88.132,     0.596,     0.284,     0.283
   263.655,   718.731,   -90.091,     0.610,     0.289,     0.266
   265.333,   719.740,   -92.049,     0.576,     0.284,     0.250
   267.012,   720.748,   -94.007,     0.602,     0.314,     0.249
   268.691,   721.757,   -95.966,     0.646,     0.317,     0.268
   270.370,   722.765,   -97.924,     0.683,     0.310,     0.269
   165.315,   657.979,    -0.000,     0.383,     0.176,     0.241
   164.723,   656.460,    -1.630,     0.400,     0.197,     0.253
   164.131,   654.941,    -3.260,     0.399,     0.185,     0.237
   163.539,   653.422,    -4.891,     0.387,     0.183,     0.240
   162.947,   651.903,    -6.521,     0.389,     0.190,     0.249
   162.355,   650.384,    -8.151,     0.368,     0.203,     0.237
   161.763,   648.866,    -9.781,     0.374,     0.201,     0.240
   161.171,   647.347,   -11.411,     0.347,     0.199,     0.223
   160.579,   645.828,   -13.041,     0.370,     0.200,     0.209
   159.987,   644.309,   -14.672,     0.347,     0.188,     0.218
   159.395,   642.790,   -16.302,     0.368,     0.184,     0.210
   158.803,   641.271,   -17.932,     0.350,     0.175,     0.202
   158.211,   639.752,   -19.562,     0.339,     0.192,     0.233
   157.619,   638.234,   -21.192,     0.319,     0.187,     0.236
   157.027,   636.715,   -22.822,     0.335,     0.206,     0.242
   156.434,   635.196,   -24.453,     0.323,     0.226,     0.231
   155.842,   633.677,   -26.083,     0.323,     0.228,     0.224
   155.250,   632.158,   -27.713,     0.318,     0.216,     0.228
   154.658,   630.639,   -29.343,     0.346,     0.212,     0.222
   154.066,   629.120,   -30.973,     0.322,     0.224,     0.248
   153.474,   627.602,   -32.603,     0.341,     0.243,     0.255
   152.882,   626.083,   -34.234,     0.357,     0.235,     0.255
   152.290,   624.564,   -35.864,     0.383,     0.240,     0.242
   151.698,   623.045,   -37.494,     0.397,     0.234,     0.234
   151.106,   621.526,   -39.124,     0.413,     0.228,     0.199
   150.514,   620.007,   -40.754,     0.436,     0.241,     0.200
   149.922,   618.488,   -42.384,     0.404,     0.238,     0.201
   149.330,   616.970,   -44.015,     0.417,     0.244,     0.209
   148.738,   615.451,   -45.645,     0.406,     0.241,     0.185
   148.146,   613.932,   -47.275,     0.402,     0.258,     0.198
   147.554,   612.413,   -48.905,     0.399,     0.252,     0.226
   146.962,   610.894,   -50.535,     0.398,     0.248,     0.226
   146.370,   609.375,   -52.165,     0.421,     0.232,     0.218
   145.778,   607.856,   -53.796,     0.394,     0.228,     0.206
   145.185,   606.338,   -55.426,     0.385,     0.222,     0.207
   144.593,   604.819,   -57.056,     0.384,     0.225,     0.205
   144.001,   603.300,   -58.686,     0.393,     0.220,     0.200
   143.409,   601.781,   -60.316,     0.388,     0.206,     0.191
   142.817,   600.262,   -61.946,     0.367,     0.214,     0.175
   142.225,   598.743,   -63.577,     0.377,     0.203,     0.170
   141.633,   597.224,   -65.207,     0.390,     0.201,     0.173
   141.041,   595.706,   -66.837,     0.400,     0.204,     0.178
   140.449,   594.187,   -68.467,     0.428,     0.200,     0.185
   139.857,   592.668,   -70.097,     0.410,     0.202,     0.186
   139.265,   591.149,   -71.727,     0.408,     0.214,     0.183
   138.673,   589.630,   -73.358,     0.376,     0.211,     0.185
   138.081,   588.111,   -74.988,     0.396,     0.189,     0.180
   137.489,   586.592,   -76.618,     0.403,     0.180,     0.193
   136.897,   585.074,   -78.248,     0.392,     0.187,     0.201
   136.305,   583.555,   -79.878,     0.415,     0.185,     0.189
   135.713,   582.036,   -81.509,     0.390,     0.200,     0.177
   189.316,   772.121,    -0.000,     0.429,     0.228,     0.216
   188.615,   773.571,    -1.611,     0.460,     0.222,     0.232
   187.913,   775.022,    -3.222,     0.469,     0.212,     0.230
   187.212,   776.472,    -4.834,     0.469,     0.217,     0.243
   186.510,   777.923,    -6.445,     0.477,     0.226,     0.232
   185.809,   779.373,    -8.056,     0.464,     0.219,     0.243
   185.108,   780.824,    -9.667,     0.452,     0.230,     0.253
   184.406,   782.275,   -11.279,     0.427,     0.244,     0.258
   183.705,   783.725,   -12.890,     0.418,     0.235,     0.248
   183.003,   785.176,   -14.501,     0.432,     0.245,     0.278
   182.302,   786.626,   -16.112,     0.443,     0.240,     0.268
   181.601,   788.077,   -17.724,     0.408,     0.245,     0.271
   180.899,   789.527,   -19.335,     0.415,     0.258,     0.276
   180.198,   790.978,   -20.946,     0.425,     0.265,     0.248
   179.496,   792.429,   -22.557,     0.419,     0.260,     0.266
   178.795,   793.879,   -24.169,     0.406,     0.244,     0.249
   178.094,   795.330,   -25.780,     0.408,     0.232,     0.249
   177.392,   796.780,   -27.391,     0.406,     0.233,     0.245
   176.691,   798.231,   -29.002,     0.391,     0.221,     0.260
   175.989,   799.681,   -30.614,     0.393,     0.216,     0.278
   175.288,   801.132,   -32.225,     0.391,     0.232,     0.269
   174.586,   802.583,   -33.836,     0.430,     0.226,     0.253
   173.885,   804.033,   -35.447,     0.440,     0.243,     0.248
   173.184,   805.484,   -37.059,     0.403,     0.245,     0.246
   172.482,   806.934,   -38.670,     0.410,     0.237,     0.265
   171.781,   808.385,   -40.281,     0.438,     0.253,     0.280
   171.079,   809.835,   -41.892,     0.496,     0.248,     0.265
   170.378,   811.286,   -43.504,     0.518,     0.241,     0.257
   169.677,   812.737,   -45.115,     0.463,     0.216,     0.262
   168.975,   814.187,   -46.726,     0.480,     0.214,     0.254
   168.274,   815.638,   -48.337,     0.436,     0.223,     0.248
   167.572,   817.088,   -49.949,     0.417,     0.216,     0.262
   166.871,   818.539,   -51.560,     0.412,     0.207,     0.243
   166.170,   819.989,   -53.171,     0.408,     0.223,     0.244
   165.468,   821.440,   -54.782,     0.461,     0.221,     0.228
   164.767,   822.890,   -56.394,     0.451,     0.217,     0.213
   164.065,   824.341,   -58.005,     0.398,     0.213,     0.229
   163.364,   825.792,   -59.616,     0.405,     0.220,     0.217
   162.662,   827.242,   -61.227,     0.429,     0.238,     0.209
   161.961,   828.693,   -62.839,     0.426,     0.236,     0.207
   161.260,   830.143,   -64.450,     0.411,     0.222,     0.212
   160.558,   831.594,   -66.061,     0.390,     0.219,     0.225
   159.857,   833.044,   -67.672,     0.419,     0.213,     0.220
   159.155,   834.495,   -69.284,     0.417,     0.216,     0.207
   158.454,   835.946,   -70.895,     0.425,     0.218,     0.196
   157.753,   837.396,   -72.506,     0.392,     0.220,     0.190
   157.051,   838.847,   -74.117,     0.395,     0.217,     0.211
   156.350,   840.297,   -75.729,     0.397,     0.206,     0.223
   155.648,   841.748,   -77.340,     0.382,     0.192,     0.226
   154.947,   843.198,   -78.951,     0.382,     0.194,     0.225
   154.246,   844.649,   -80.562,     0.393,     0.198,     0.234
   179.592,   827.369,    -0.000,     0.452,     0.212,     0.274
   178.345,   828.932,    -2.000,     0.451,     0.213,     0.279
   177.097,   830.495,    -3.999,     0.405,     0.206,     0.257
   175.850,   832.058,    -5.999,     0.444,     0.206,     0.262
   174.602,   833.620,    -7.998,     0.403,     0.221,     0.272
   173.355,   835.183,    -9.998,     0.412,     0.227,     0.260
   172.108,   836.746,   -11.997,     0.414,     0.211,     0.291
   170.860,   838.309,   -13.997,     0.454,     0.228,     0.297
   169.613,   839.871,   -15.997,     0.441,     0.225,     0.291
   168.365,   841.434,   -17.996,     0.424,     0.213,     0.285
   167.118,   842.997,   -19.996,     0.420,     0.201,     0.297
   165.871,   844.560,   -21.995,     0.416,     0.226,     0.274
   164.623,   846.122,   -23.995,     0.390,     0.211,     0.265
   163.376,   847.685,   -25.994,     0.381,     0.211,     0.246
   162.128,   849.248,   -27.994,     0.367,     0.197,     0.261
   160.881,   850.811,   -29.994,     0.365,     0.206,     0.270
   159.633,   852.373,   -31.993,     0.414,     0.216,     0.257
   158.386,   853.936,   -33.993,     0.412,     0.227,     0.267
   157.139,   855.499,   -35.992,     0.425,     0.228,     0.258
